店铺名,粉丝数,直播时间,直播标题,观看人数,直播商品数,直播间ID,直播商品,商品价格
柏韵姿美发用品工具,粉丝数17010,10月16日 15:27,          美发专业工具用品,62 观看,ID:282132,13,"[['¥\xa05.50', '¥\xa07.90', '¥\xa09.90'], ['\u3000\u3000 超薄平头男发剪发梳尖尾美发梳子发型师专业女士长发双面理发梳子', '美发店烫发隔热棉 热烫隔热垫数码烫陶瓷烫保温棉棉垫美发用品', '不锈钢剪发梳美发钢梳子超薄平头梳男发梳发型师专业理发专用钢梳'], ['不锈钢剪发梳美发钢梳子超薄平头梳男发梳发型师专业理发专用钢梳', '泰国进口乳胶美发手套加厚高弹性烫染发洗头纹眉黑色橡胶耐用手套', '电发纸烫卷发加厚冷热烫杠子皮卡路定位纸理发店美发护发用品工具'], ['新围布发廊专用高档成人美发大号理发围布剪发不沾发防水专业用品', '\u3000\u3000 发型师剪发刘海贴染发用品理发粘头发贴挡脸面罩美发店专用工具', '乳胶黑色专业美发烫染发手套加厚橡胶防水洗车理发店美发用品工具'], ['乳胶黑色专业美发烫染发手套加厚橡胶防水洗车理发店美发用品工具', '理发店鳄鱼夹子美发夹子无痕夹鸭嘴夹长嘴夹子烫染分区工具刘海夹', '黑人烫发杠爆炸头高弹烟花杠子烫发工具品发廊冷烫卷发加粗棉花杆'], ['黑人烫发杠爆炸头高弹烟花杠子烫发工具品发廊冷烫卷发加粗棉花杆', '带隔热棉保温夹子 美发数码烫陶瓷烫 热烫夹子 艾文烫耐高温夹子', '理发店美发用品工具定位夹烫发皮卡路电发纸纹理冷烫交叉PP分区夹'], ['理发店美发用品工具定位夹烫发皮卡路电发纸纹理冷烫交叉PP分区夹', '24V220V数码杠热烫杠美发工具数码机器原配加热烫发杠子防水防爆'], ['理发店美发用品工具定位夹烫发皮卡路电发纸纹理冷烫交叉PP分区夹', '24V220V数码杠热烫杠美发工具数码机器原配加热烫发杠子防水防爆']]","[['¥\xa09.90', '¥\xa019.80', '¥\xa02.30'], ['¥\xa02.30', '¥\xa015.80', '¥\xa012.80'], ['¥\xa02.35', '¥\xa04.50', '¥\xa01.50'], ['¥\xa01.50', '¥\xa01.00', '¥\xa03.50'], ['¥\xa01.00', '¥\xa03.50', '¥\xa01.55'], ['¥\xa01.00', '¥\xa03.50', '¥\xa01.55']]"
白鳍鲨潜水whitetip shark,粉丝数82470,11月06日 15:00,          双十一优惠活动,116 观看,ID:209798,25,"[['¥\xa01158.00', '¥\xa01158.00', '¥\xa02456.00'], ['\u3000\u3000 BESTDIVE潜好流线系列3mm 分体自由潜世界记录自由潜水服湿衣', '\u3000\u3000 BESTDIVE潜好3mm秀颀系列炫彩拼色自由潜分体湿衣潜水服炫彩男女', '\u3000\u3000 BESTDIVE 2-3-5-7MM经典炫彩潜水服保暖自由潜服男女分体SCS超滑'], ['\u3000\u3000 BESTDIVE 蓝洞系列 3-5毫米 男女款 分体式 自由潜湿衣 潜水服', '\u3000\u3000 Fourth Element第四元素Proteus II 3mm/5mm氯丁橡胶潜水服 湿衣', '\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤'], ['\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤', '\u3000\u3000 Seaplay 3mm SP-WS016头套潜水背心全开拉链套头款潜水服保暖潜水', '\u3000\u3000 Apollo Bio-Metal 铝合金边框 自由潜水面镜 潜水面镜 水肺/自由'], ['\u3000\u3000 Apollo Bio-Metal 铝合金边框 自由潜水面镜 潜水面镜 水肺/自由', '\u3000\u3000 Seaplay 70L潜水网袋大容量防水背包防水背包 防水袋收纳防水包', '\u3000\u3000 AKUANA OPAH电热底 潜水底衣潜水湿衣使用电热保暖充电电池', '\u3000\u3000 SEAPLAY OCCP蛙鞋脚蹼双肩背包 水肺自由潜装备包 自由潜防水箱包'], ['\u3000\u3000 TUSA M211潜水面镜 另有镀膜防紫外线面镜 可配近视镜 适合亚洲人', '\u3000\u3000 Tusa Visio Pro 20层M110SQB/CR M19镀膜防UV350潜水面镜 现货', '\u3000\u3000 联名款 NU JUNE白鳍鲨 潜水 冲浪 浴袍 速干毛巾速干斗篷 情侣款'], ['\u3000\u3000 联名款 NU JUNE白鳍鲨 潜水 冲浪 浴袍 速干毛巾速干斗篷 情侣款', 'Aqualung Sphera  X自由潜面镜 低容量 大神款 自由潜专业款 现货', '\u3000\u3000 美国 SCUBAPRO JET FIN 喷射蛙鞋 弹簧扣带 大动力 蛙踢'], ['\u3000\u3000 美国 SCUBAPRO JET FIN 喷射蛙鞋 弹簧扣带 大动力 蛙踢', '\u3000\u3000 潮牌GULL VADER MASK潜水面镜阻挡UV-A 80%高端水肺深潜自由潜镜', '\u3000\u3000 白鳍鲨 SMB 潜水浮标象拔潜水浮标1.1米，1.5米 1.8米 有夜光版'], ['\u3000\u3000 白鳍鲨 SMB 潜水浮标象拔潜水浮标1.1米，1.5米 1.8米 有夜光版', '\u3000\u3000 Seaplay SP-WSH00 系列  1.8mm 潜水手套 潜水保暖手套 防晒', '\u3000\u3000 MARES 四线金刚AVANTI QUATTRO+ 荧光色 蛙鞋 四线脚蹼 潜…', '\u3000\u3000 日本TUSA M212潜水面镜可另配近视镜片 水肺深潜自由潜水面镜'], ['\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包', '\u3000\u3000 全球联保松拓SUUNTO D5潜水电脑表国行正品首发 彩屏中文 现货', '\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…']]","[['¥\xa02456.00', '¥\xa01256.00', '¥\xa03140.00'], ['¥\xa0488.00', '¥\xa0370.00', '¥\xa0350.00'], ['¥\xa0350.00', '¥\xa0459.00', '¥\xa0299.00'], ['¥\xa0380.00', '¥\xa0270.00', '¥\xa01020.00'], ['¥\xa01020.00', '¥\xa099.00', '¥\xa0330.00'], ['¥\xa0830.00', '¥\xa0630.00', '¥\xa089.00'], ['¥\xa089.00', '¥\xa0158.00', '¥\xa0720.00'], ['¥\xa099.00', '¥\xa0660.00', '¥\xa01780.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00']]"
白鳍鲨潜水whitetip shark,粉丝数82470,11月05日 14:59,          逛好店双十一优惠活动,99 观看,ID:209798,14,"[['¥\xa0390.00', '¥\xa0248.00', '¥\xa099.00'], ['\u3000\u3000 SUUNTO D5潜水表带 潜水表带 户外运动表带 潜水表带  只是表带', '\u3000\u3000 日本翶潜GULL MANTIS-LV潜水面镜防紫外线可另配近视镜片', '\u3000\u3000 日本TUSA M212潜水面镜可另配近视镜片 水肺深潜自由潜水面镜'], ['\u3000\u3000 Shearwater Teric 彩色替换 纯色硅胶 表带', '\u3000\u3000 Deepblu彩屏潜水电脑表 COSMIQ+PLUS全新升级版上市 APP …', '\u3000\u3000 全球联保SUUNTO ZOOP NOVO 潜水电脑表 空气高氧仪表自由和关闭'], ['\u3000\u3000 全球联保SUUNTO ZOOP NOVO 潜水电脑表 空气高氧仪表自由和关闭', '\u3000\u3000 SCUBAPRO GLIDE 潜水BCD 潜水浮力控制器 水肺 潜水 美国', '\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包'], ['\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包', '\u3000\u3000 潮牌GULL VADER MASK潜水面镜阻挡UV-A 80%高端水肺深潜自由潜镜', '\u3000\u3000 Seaplay 3mm SP-WS016头套潜水背心全开拉链套头款潜水服保暖潜水'], ['\u3000\u3000 Seaplay 3mm SP-WS016头套潜水背心全开拉链套头款潜水服保暖潜水', '\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤', '\u3000\u3000 全球联保松拓SUUNTO D5潜水电脑表国行正品首发 彩屏中文 现货'], ['\u3000\u3000 全球联保松拓SUUNTO D5潜水电脑表国行正品首发 彩屏中文 现货', '\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…']]","[['¥\xa099.00', '¥\xa0320.00', '¥\xa01870.00'], ['¥\xa01870.00', '¥\xa01730.00', '¥\xa03600.00'], ['¥\xa03600.00', '¥\xa0660.00', '¥\xa0630.00'], ['¥\xa0630.00', '¥\xa0370.00', '¥\xa0488.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00']]"
白鳍鲨潜水whitetip shark,粉丝数82470,11月06日 15:00,          逛好店双十一优惠活动,116 观看,ID:209798,25,"[['¥\xa01158.00', '¥\xa01158.00', '¥\xa02456.00'], ['\u3000\u3000 BESTDIVE潜好流线系列3mm 分体自由潜世界记录自由潜水服湿衣', '\u3000\u3000 BESTDIVE潜好3mm秀颀系列炫彩拼色自由潜分体湿衣潜水服炫彩男女', '\u3000\u3000 BESTDIVE 2-3-5-7MM经典炫彩潜水服保暖自由潜服男女分体SCS超滑'], ['\u3000\u3000 BESTDIVE 蓝洞系列 3-5毫米 男女款 分体式 自由潜湿衣 潜水服', '\u3000\u3000 Fourth Element第四元素Proteus II 3mm/5mm氯丁橡胶潜水服 湿衣', '\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤'], ['\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤', '\u3000\u3000 Seaplay 3mm SP-WS016头套潜水背心全开拉链套头款潜水服保暖潜水', '\u3000\u3000 Apollo Bio-Metal 铝合金边框 自由潜水面镜 潜水面镜 水肺/自由'], ['\u3000\u3000 Apollo Bio-Metal 铝合金边框 自由潜水面镜 潜水面镜 水肺/自由', '\u3000\u3000 Seaplay 70L潜水网袋大容量防水背包防水背包 防水袋收纳防水包', '\u3000\u3000 AKUANA OPAH电热底 潜水底衣潜水湿衣使用电热保暖充电电池', '\u3000\u3000 SEAPLAY OCCP蛙鞋脚蹼双肩背包 水肺自由潜装备包 自由潜防水箱包'], ['\u3000\u3000 TUSA M211潜水面镜 另有镀膜防紫外线面镜 可配近视镜 适合亚洲人', '\u3000\u3000 Tusa Visio Pro 20层M110SQB/CR M19镀膜防UV350潜水面镜 现货', '\u3000\u3000 联名款 NU JUNE白鳍鲨 潜水 冲浪 浴袍 速干毛巾速干斗篷 情侣款'], ['\u3000\u3000 联名款 NU JUNE白鳍鲨 潜水 冲浪 浴袍 速干毛巾速干斗篷 情侣款', 'Aqualung Sphera  X自由潜面镜 低容量 大神款 自由潜专业款 现货', '\u3000\u3000 美国 SCUBAPRO JET FIN 喷射蛙鞋 弹簧扣带 大动力 蛙踢'], ['\u3000\u3000 潮牌GULL VADER MASK潜水面镜阻挡UV-A 80%高端水肺深潜自由潜镜', '\u3000\u3000 白鳍鲨 SMB 潜水浮标象拔潜水浮标1.1米，1.5米 1.8米 有夜光版', '\u3000\u3000 Seaplay SP-WSH00 系列  1.8mm 潜水手套 潜水保暖手套 防晒'], ['\u3000\u3000 Seaplay SP-WSH00 系列  1.8mm 潜水手套 潜水保暖手套 防晒', '\u3000\u3000 MARES 四线金刚AVANTI QUATTRO+ 荧光色 蛙鞋 四线脚蹼 潜…', '\u3000\u3000 日本TUSA M212潜水面镜可另配近视镜片 水肺深潜自由潜水面镜'], ['\u3000\u3000 日本TUSA M212潜水面镜可另配近视镜片 水肺深潜自由潜水面镜', '\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包', '\u3000\u3000 全球联保松拓SUUNTO D5潜水电脑表国行正品首发 彩屏中文 现货'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…']]","[['¥\xa02456.00', '¥\xa01256.00', '¥\xa03140.00'], ['¥\xa0488.00', '¥\xa0370.00', '¥\xa0350.00'], ['¥\xa0350.00', '¥\xa0459.00', '¥\xa0299.00'], ['¥\xa0380.00', '¥\xa0270.00', '¥\xa01020.00'], ['¥\xa099.00', '¥\xa0330.00', '¥\xa0830.00'], ['¥\xa0830.00', '¥\xa0630.00', '¥\xa089.00'], ['¥\xa089.00', '¥\xa0158.00', '¥\xa0720.00'], ['¥\xa099.00', '¥\xa0660.00', '¥\xa01780.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00']]"
白鳍鲨潜水whitetip shark,粉丝数82470,11月05日 14:59,          双十一优惠活动,99 观看,ID:209798,14,"[['¥\xa0390.00', '¥\xa0248.00', '¥\xa099.00'], ['\u3000\u3000 SUUNTO D5潜水表带 潜水表带 户外运动表带 潜水表带  只是表带', '\u3000\u3000 日本翶潜GULL MANTIS-LV潜水面镜防紫外线可另配近视镜片', '\u3000\u3000 日本TUSA M212潜水面镜可另配近视镜片 水肺深潜自由潜水面镜'], ['\u3000\u3000 Shearwater Teric 彩色替换 纯色硅胶 表带', '\u3000\u3000 Deepblu彩屏潜水电脑表 COSMIQ+PLUS全新升级版上市 APP …', '\u3000\u3000 全球联保SUUNTO ZOOP NOVO 潜水电脑表 空气高氧仪表自由和关闭'], ['\u3000\u3000 全球联保SUUNTO ZOOP NOVO 潜水电脑表 空气高氧仪表自由和关闭', '\u3000\u3000 SCUBAPRO GLIDE 潜水BCD 潜水浮力控制器 水肺 潜水 美国', '\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包'], ['\u3000\u3000 日本Stream Trail Drytank 25L 33L 40L防水袋 防水箱包 双肩背包', '\u3000\u3000 潮牌GULL VADER MASK潜水面镜阻挡UV-A 80%高端水肺深潜自由潜镜', '\u3000\u3000 Seaplay 3mm SP-WS016头套潜水背心全开拉链套头款潜水服保暖潜水'], ['\u3000\u3000 AKUANA  Solo Short pockets带裤兜短裤 技潜 潜水短裤', '\u3000\u3000 全球联保松拓SUUNTO D5潜水电脑表国行正品首发 彩屏中文 现货', '\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…'], ['\u3000\u3000 X-ADVENTURER M1200 探险家潜水电筒 防水100米 潜水手电', '\u3000\u3000 BESTDIVE 2MM/3MM 比基尼炫彩自由潜水湿衣连体时尚潜水服 水…']]","[['¥\xa099.00', '¥\xa0320.00', '¥\xa01870.00'], ['¥\xa01730.00', '¥\xa03600.00', '¥\xa0660.00'], ['¥\xa0660.00', '¥\xa0630.00', '¥\xa0370.00'], ['¥\xa0370.00', '¥\xa0488.00', '¥\xa01780.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00'], ['¥\xa01780.00', '¥\xa0298.00', '¥\xa0298.00']]"
